spname,spindex,totalarea,reservedarea,excludedarea,targetarea,totalocc,reservedocc,excludedocc,targetocc
10049,1038,7.61483e+10,0,0,0,2004,0,0,0
10047,1039,5.37317e+09,0,0,0,163,0,0,0
10046,1040,2.43875e+10,0,0,0,1355,0,0,0
10045,1041,2.4522e+09,0,0,0,171,0,0,0
10044,1042,267917,0,0,0,1,0,0,0
10043,1043,2.39392e+10,0,0,0,988,0,0,0
10042,1044,2.71937e+11,0,0,0,6746,0,0,0
10039,1045,2.72723e+11,0,0,0,6006,0,0,0
10037,1046,1.29177e+09,0,0,0,68,0,0,0
10036,1047,1.35202e+10,0,0,0,951,0,0,0
10035,1048,1.78085e+09,0,0,0,169,0,0,0
10033,1049,3.13622e+09,0,0,0,121,0,0,0
10032,1050,2.96911e+11,0,0,0,6859,0,0,0
10029,1051,1.55543e+10,0,0,0,499,0,0,0
10027,1052,1.00674e+09,0,0,0,58,0,0,0
10026,1053,1.37135e+10,0,0,0,764,0,0,0
10025,1054,1.88687e+09,0,0,0,139,0,0,0
10023,1055,1.65718e+06,0,0,0,3,0,0,0
10022,1056,1.30117e+10,0,0,0,458,0,0,0
10019,1057,3.43142e+09,0,0,0,126,0,0,0
10017,1058,1.89581e+09,0,0,0,57,0,0,0
10016,1059,1.37637e+09,0,0,0,312,0,0,0
10015,1060,1.1415e+08,0,0,0,31,0,0,0
44,1061,1.63227e+09,0,0,0,175,0,0,0
43,1062,7.36267e+08,0,0,0,107,0,0,0
42,1063,8.71389e+08,0,0,0,77,0,0,0
41,1064,7.05504e+08,0,0,0,87,0,0,0
40,1065,7.55311e+08,0,0,0,67,0,0,0
39,1066,6.84848e+08,0,0,0,89,0,0,0
38,1067,1.47795e+09,0,0,0,106,0,0,0
37,1068,1.66451e+09,0,0,0,145,0,0,0
36,1069,2.29872e+09,0,0,0,185,0,0,0
35,1070,7.93079e+08,0,0,0,60,0,0,0
34,1071,1.02533e+10,0,0,0,626,0,0,0
33,1072,9.2885e+08,0,0,0,75,0,0,0
32,1073,1.77594e+09,0,0,0,149,0,0,0
31,1074,9.2885e+08,0,0,0,75,0,0,0
30,1075,9.28779e+08,0,0,0,81,0,0,0
29,1076,8.0261e+08,0,0,0,163,0,0,0
28,1077,7.99448e+08,0,0,0,155,0,0,0
27,1078,1.60965e+09,0,0,0,180,0,0,0
26,1079,4.99047e+09,0,0,0,253,0,0,0
25,1080,8.73032e+08,0,0,0,161,0,0,0
24,1081,6.2557e+08,0,0,0,28,0,0,0
23,1082,1.22711e+09,0,0,0,48,0,0,0
22,1083,5.03977e+09,0,0,0,386,0,0,0
21,1084,8.57732e+08,0,0,0,44,0,0,0
20,1085,8.10728e+08,0,0,0,95,0,0,0
19,1086,1.81427e+09,0,0,0,152,0,0,0
18,1087,1.17876e+09,0,0,0,40,0,0,0
17,1088,7.6759e+08,0,0,0,58,0,0,0
16,1089,7.6759e+08,0,0,0,58,0,0,0
15,1090,7.6759e+08,0,0,0,58,0,0,0
14,1091,1.3926e+09,0,0,0,86,0,0,0
13,1092,7.6759e+08,0,0,0,58,0,0,0
12,1093,6.25007e+08,0,0,0,28,0,0,0
11,1094,6.96176e+08,0,0,0,112,0,0,0
10,1095,442,0,0,0,442,0,0,0
9,1096,541,0,0,0,541,0,0,0
8,1097,583,0,0,0,583,0,0,0
7,1098,4708,0,0,0,4708,0,0,0
6,1099,6,0,0,0,6,0,0,0
5,1100,53,0,0,0,53,0,0,0
4,1101,28,0,0,0,28,0,0,0
3,1102,164,0,0,0,164,0,0,0
2,1103,137,0,0,0,137,0,0,0
1,1104,416,0,0,0,416,0,0,0
